Tier: 3 | Type: Linear | Checkpoints: 3 | Map: surf_004_fix
Tier: 2 | Type: Staged | Stages: 6 | Map: surf_rez
Tier: 3 | Type: Staged | Stages: 4 | Map: surf_ripper
Tier: 2 | Type: Linear | Checkpoints: 3 | Map: surf_rocco_v2
Tier: 4 | Type: Linear | Checkpoints: 2 | Map: surf_roman
Tier: 1 | Type: Staged | Stages: 8 | Map: surf_rooftopsv2
Tier: 1 | Type: Staged | Stages: 18 | Map: surf_rookie
Tier: 6 | Type: Staged | Stages: 5 | Map: surf_royal
Tier: 4 | Type: Staged | Stages: 4 | Map: surf_rst
Tier: 4 | Type: Staged | Stages: 4 | Map: surf_runewords2
Tier: 4 | Type: Staged | Stages: 4 | Map: surf_runewords
Tier: 4 | Type: Staged | Stages: 2 | Map: surf_rustic_v2
Tier: 6 | Type: Staged | Stages: 4 | Map: surf_salient2
Tier: 5 | Type: Staged | Stages: 4 | Map: surf_salient
Tier: 5 | Type: Staged | Stages: 5 | Map: surf_sandman_v2
Tier: 3 | Type: Staged | Stages: 4 | Map: surf_sandstorm2
Tier: 2 | Type: Linear | Checkpoints: 3 | Map: surf_sandtrap2
Tier: 2 | Type: Linear | Checkpoints: 3 | Map: surf_sandtrap
Tier: 2 | Type: Linear | Checkpoints: 3 | Map: surf_saturday_fix
Tier: 4 | Type: Staged | Stages: 7 | Map: surf_savant_njv
Tier: 3 | Type: Staged | Stages: 3 | Map: surf_sci_fi
Tier: 2 | Type: Linear | Checkpoints: 2 | Map: surf_seaworld_fix
Tier: 3 | Type: Linear | Checkpoints: 3 | Map: surf_second_ksf
Tier: 5 | Type: Staged | Stages: 4 | Map: surf_selenka
Tier: 2 | Type: Linear | Checkpoints: 3 | Map: surf_semesterbreak
Tier: 3 | Type: Staged | Stages: 6 | Map: surf_sempar_njv
Tier: 4 | Type: Staged | Stages: 4 | Map: surf_sensation_fix
Tier: 3 | Type: Linear | Checkpoints: 3 | Map: surf_sentient
Tier: 5 | Type: Linear | Checkpoints: 4 | Map: surf_seraph
Tier: 3 | Type: Staged | Stages: 3 | Map: surf_serenity
Tier: 4 | Type: Linear | Checkpoints: 2 | Map: surf_sewers
Tier: 4 | Type: Staged | Stages: 7 | Map: surf_sexplizooimed
Tier: 4 | Type: Linear | Checkpoints: 4 | Map: surf_sexyartz_njv
Tier: 6 | Type: Linear | Checkpoints: 4 | Map: surf_shodan
Tier: 4 | Type: Staged | Stages: 5 | Map: surf_shoria
Tier: 1 | Type: Staged | Stages: 10 | Map: surf_simpsons_go_rc2
Tier: 1 | Type: Staged | Stages: 5 | Map: surf_singletons
Tier: 6 | Type: Staged | Stages: 5 | Map: surf_sinister2
Tier: 6 | Type: Staged | Stages: 5 | Map: surf_sinister_evil
Tier: 3 | Type: Linear | Checkpoints: 4 | Map: surf_sinsane_ez
Tier: 6 | Type: Linear | Checkpoints: 3 | Map: surf_sinsane_ksf
Tier: 4 | Type: Linear | Checkpoints: 4 | Map: surf_sippysip
Tier: 6 | Type: Linear | Checkpoints: 4 | Map: surf_skill8_h
Tier: 3 | Type: Staged | Stages: 4 | Map: surf_sky_ages
Tier: 2 | Type: Staged | Stages: 4 | Map: surf_skyborn
Tier: 4 | Type: Linear | Checkpoints: 4 | Map: surf_sluice_final
Tier: 3 | Type: Staged | Stages: 6 | Map: surf_smaragd
Tier: 3 | Type: Staged | Stages: 5 | Map: surf_smile_njv
Tier: 1 | Type: Staged | Stages: 4 | Map: surf_southpark_refix
Tier: 2 | Type: Staged | Stages: 6 | Map: surf_spacejam
Tier: 3 | Type: Linear | Checkpoints: 4 | Map: surf_spaceship_ksf
Tier: 3 | Type: Staged | Stages: 5 | Map: surf_spectrum_njv
Tier: 3 | Type: Staged | Stages: 7 | Map: surf_static
Tier: 3 | Type: Staged | Stages: 7 | Map: surf_s_t_a_t_i_o_n
Tier: 4 | Type: Linear | Checkpoints: 4 | Map: surf_stickybutt_alpha
Tier: 5 | Type: Linear | Checkpoints: 3 | Map: surf_stoneage
Tier: 3 | Type: Linear | Checkpoints: 3 | Map: surf_stonework2
Tier: 5 | Type: Staged | Stages: 2 | Map: surf_stonework3
Tier: 6 | Type: Staged | Stages: 7 | Map: surf_stonework4
Tier: 3 | Type: Linear | Checkpoints: 3 | Map: surf_strafe
Tier: 3 | Type: Linear | Checkpoints: 3 | Map: surf_subway
Tier: 2 | Type: Staged | Stages: 11 | Map: surf_summer
Tier: 1 | Type: Linear | Checkpoints: 3 | Map: surf_summit
Tier: 2 | Type: Linear | Checkpoints: 4 | Map: surf_sundown_njv
Tier: 2 | Type: Staged | Stages: 4 | Map: surf_sunnyhappylove
Tier: 4 | Type: Staged | Stages: 6 | Map: surf_sunset2_fix
Tier: 4 | Type: Staged | Stages: 6 | Map: surf_sunset
Tier: 2 | Type: Staged | Stages: 9 | Map: surf_sup
Tier: 2 | Type: Staged | Stages: 5 | Map: surf_surprise
Tier: 4 | Type: Staged | Stages: 9 | Map: surf_swagtoast
Tier: 4 | Type: Linear | Checkpoints: 4 | Map: surf_synada
Tier: 6 | Type: Staged | Stages: 8 | Map: surf_syria_again
Tier: 2 | Type: Staged | Stages: 8 | Map: surf_syria
Tier: 3 | Type: Linear | Checkpoints: 3 | Map: surf_take1
Tier: 5 | Type: Staged | Stages: 7 | Map: surf_technique
Tier: 3 | Type: Linear | Checkpoints: 1 | Map: surf_telstar
Tier: 3 | Type: Linear | Checkpoints: 5 | Map: surf_tempest2
Tier: 3 | Type: Linear | Checkpoints: 3 | Map: surf_tempest
Tier: 3 | Type: Staged | Stages: 4 | Map: surf_tenacious
Tier: 2 | Type: Linear | Checkpoints: 4 | Map: surf_tensile_njv
Tier: 5 | Type: Linear | Checkpoints: 7 | Map: surf_the_distance
Tier: 2 | Type: Linear | Checkpoints: 3 | Map: surf_the_gloaming
Tier: 3 | Type: Linear | Checkpoints: 4 | Map: surf_this_njv
Tier: 5 | Type: Staged | Stages: 5 | Map: surf_timewarp
Tier: 3 | Type: Linear | Checkpoints: 3 | Map: surf_togo
Tier: 2 | Type: Linear | Checkpoints: 2 | Map: surf_tomb_redone
Tier: 3 | Type: Staged | Stages: 4 | Map: surf_torque2
Tier: 2 | Type: Linear | Checkpoints: 3 | Map: surf_torrent_njv_fix
Tier: 1 | Type: Linear | Checkpoints: 2 | Map: surf_trance_ksf
Tier: 5 | Type: Staged | Stages: 9 | Map: surf_transient
Tier: 4 | Type: Staged | Stages: 6 | Map: surf_trapped2
Tier: 5 | Type: Staged | Stages: 6 | Map: surf_trapped
Tier: 5 | Type: Staged | Stages: 2 | Map: surf_treefort
Tier: 6 | Type: Staged | Stages: 2 | Map: surf_treespam
Tier: 4 | Type: Staged | Stages: 6 | Map: surf_trihard_go
Tier: 5 | Type: Linear | Checkpoints: 3 | Map: surf_tronic_njv
Tier: 5 | Type: Staged | Stages: 3 | Map: surf_tundra_v2
Tier: 2 | Type: Linear | Checkpoints: 3 | Map: surf_twilight
Tier: 3 | Type: Staged | Stages: 6 | Map: surf_two_colour
Tier: 4 | Type: Staged | Stages: 5 | Map: surf_ultimate
Tier: 3 | Type: Staged | Stages: 6 | Map: surf_ultimatum
Tier: 5 | Type: Staged | Stages: 3 | Map: surf_unreal2
Tier: 5 | Type: Linear | Checkpoints: 4 | Map: surf_unreal_njv
Tier: 5 | Type: Staged | Stages: 4 | Map: surf_unusual_njv
Tier: 4 | Type: Linear | Checkpoints: 3 | Map: surf_urban
Tier: 1 | Type: Linear | Checkpoints: 2 | Map: surf_utopia_njv
Tier: 3 | Type: Staged | Stages: 5 | Map: surf_vale2
Tier: 3 | Type: Staged | Stages: 4 | Map: surf_vale
Tier: 6 | Type: Linear | Checkpoints: 3 | Map: surf_valpect
Tier: 6 | Type: Staged | Stages: 5 | Map: surf_vast
Tier: 4 | Type: Staged | Stages: 4 | Map: surf_vector_final
Tier: 2 | Type: Staged | Stages: 10 | Map: surf_vegetables
Tier: 3 | Type: Staged | Stages: 6 | Map: surf_velocity
Tier: 4 | Type: Linear | Checkpoints: 4 | Map: surf_volcanic
Tier: 3 | Type: Staged | Stages: 8 | Map: surf_voteforthisone
Tier: 1 | Type: Staged | Stages: 4 | Map: surf_water-run_banjo_skill
Tier: 2 | Type: Linear | Checkpoints: 4 | Map: surf_waterworks
Tier: 4 | Type: Staged | Stages: 5 | Map: surf_wazor
Tier: 1 | Type: Staged | Stages: 6 | Map: surf_whiteout
Tier: 4 | Type: Linear | Checkpoints: 3 | Map: surf_whoknows2
Tier: 4 | Type: Linear | Checkpoints: 5 | Map: surf_whoknows3
Tier: 4 | Type: Linear | Checkpoints: 3 | Map: surf_whoknows
Tier: 3 | Type: Staged | Stages: 10 | Map: surf_wisdom
Tier: 3 | Type: Staged | Stages: 5 | Map: surf_wizard
Tier: 2 | Type: Linear | Checkpoints: 3 | Map: surf_wood
Tier: 4 | Type: Staged | Stages: 24 | Map: surf_y
Tier: 4 | Type: Staged | Stages: 7 | Map: surf_zbig2
Tier: 2 | Type: Staged | Stages: 7 | Map: surf_zbig_rc2
Tier: 4 | Type: Staged | Stages: 5 | Map: surf_z
Tier: 2 | Type: Linear | Checkpoints: 3 | Map: surf_zealand
Tier: 6 | Type: Staged | Stages: 4 | Map: surf_zen2
Tier: 6 | Type: Staged | Stages: 4 | Map: surf_zen_fix
Tier: 3 | Type: Linear | Checkpoints: 4 | Map: surf_zoomboys_csgo
Tier: 2 | Type: Linear | Checkpoints: 3 | Map: surf_zor
